id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
GB-2570469-A,Arrangements relating to cryptocurrency ,Neuchatel Ltd,Khemani Karan,26/01/2018,26/01/2018,31/07/2019,,https://patents.google.com/patent/GB2570469A/en,
GB-2584517-A,Blockchain-Based Automation Architecture cybersecurity ,Fisher Rosemount Systems Inc,S Cahill James,15/01/2019,10/01/2020,09/12/2020,,https://patents.google.com/patent/GB2584517A/en,
GB-2582421-A,System for secure metering from systems of untrusted data derived from common sources ,Fisher Rosemount Systems Inc,"John Nixon Mark, Jr Amaro Anthony, Wang Gang",15/01/2019,15/01/2020,23/09/2020,,https://patents.google.com/patent/GB2582421A/en,
GB-2576081-A,Peer-to-peer cryptocurrency and crypto asset trading platform ,Vvow Company Ltd,Ho Lam Chi,03/06/2018,03/06/2019,05/02/2020,,https://patents.google.com/patent/GB2576081A/en,
GB-2580739-A,"System and method for decentralized identity management, authentication and authorization of applications ",Infosys Ltd,"Kumar Doddavula Shyam, Balakrishnan Brijesh",28/09/2018,27/09/2019,29/07/2020,,https://patents.google.com/patent/GB2580739A/en,
GB-2576461-A,"Financial derivative contract execution platform, system and method ",Luther Systems,"Wood Samuel, Kakavand Hossein",02/05/2017,02/05/2018,19/02/2020,,https://patents.google.com/patent/GB2576461A/en,
GB-2569278-A,Methods and apparatus for verifying a user transaction ,Cygnetise Ltd,"Blake Shaun, Pomfret Stephen",23/10/2017,23/10/2017,19/06/2019,,https://patents.google.com/patent/GB2569278A/en,
GB-2572301-A,Container-based operating system and method ,Ibm,"Brady Simon, Hollywood Barry, Erik Bryllert Jonas, Zolotow Clea, Delaney John",14/12/2016,07/12/2017,25/09/2019,,https://patents.google.com/patent/GB2572301A/en,
GB-2575952-A,Blockchain for open scientific research ,Ibm,"Watson Patrick, Kokku Ravindranath, Chang Maria, Ahn Jae-Wook",05/05/2017,12/12/2017,29/01/2020,,https://patents.google.com/patent/GB2575952A/en,
GB-2610320-A,Machine-to-machine transactions using distributed ledgers in process control systems ,Fisher Rosemount Systems Inc,"Kenneth Tugbo Lloyd, Rabe Rezelee, Marco Te Gian",15/01/2019,10/01/2020,01/03/2023,,https://patents.google.com/patent/GB2610320A/en,
GB-2586292-A,Machine-to-machine transactions using distributed ledgers in process control systems ,Fisher Rosemount Systems Inc,"Kenneth Tugbo Lloyd, Marco Te Gian, Rabe Rezelee",15/01/2019,10/01/2020,17/02/2021,,https://patents.google.com/patent/GB2586292A/en,
GB-2564198-A,Implementing logic gate functionality using a blockchain ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",29/04/2016,28/04/2017,09/01/2019,,https://patents.google.com/patent/GB2564198A/en,
GB-2564199-A,Operating system for blockchain IOT devices ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",29/04/2016,28/04/2017,09/01/2019,,https://patents.google.com/patent/GB2564199A/en,
GB-2564207-A,A method and system for controlling the performance of a contract using a distributed hash table and a peer-to-peer distributed ledger ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",29/04/2016,28/04/2017,09/01/2019,,https://patents.google.com/patent/GB2564207A/en,
GB-2564206-A,A method for secure peer-to-peer communication on a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",11/04/2016,10/04/2017,09/01/2019,,https://patents.google.com/patent/GB2564206A/en,
GB-2568333-A,Implementing logic gate functionality using a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",29/04/2016,28/04/2017,15/05/2019,,https://patents.google.com/patent/GB2568333A/en,
GB-2564200-A,Implementing logic gate functionality using a blockchain ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",29/04/2016,28/04/2017,09/01/2019,,https://patents.google.com/patent/GB2564200A/en,
GB-2561725-A,Blockchain-implemented method for control and distribution of digital content ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,21/02/2017,24/10/2018,,https://patents.google.com/patent/GB2561725A/en,
GB-2564201-A,Methods and systems for recording multiple transactions on a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",24/03/2016,24/03/2017,09/01/2019,,https://patents.google.com/patent/GB2564201A/en,
GB-2562622-A,Cryptographic method and system for secure extraction of data from a blockchain ,Nchain Holdings Ltd,Steven Wright Craig,23/02/2016,21/02/2017,21/11/2018,,https://patents.google.com/patent/GB2562622A/en,
GB-2562623-A,Registry and automated management method for blockchain-enforced smart contracts ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,16/02/2017,21/11/2018,,https://patents.google.com/patent/GB2562623A/en,
GB-2562624-A,Universal tokenisation system for blockchain-based cryptocurrencies ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,14/02/2017,21/11/2018,,https://patents.google.com/patent/GB2562624A/en,
GB-2562656-A,Agent-based turing complete transactions integrating feedback within a blockchain system ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,14/02/2017,21/11/2018,,https://patents.google.com/patent/GB2562656A/en,
GB-2564299-A,Blockchain implemented counting system and method for use in secure voting and distribution ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,14/02/2017,09/01/2019,,https://patents.google.com/patent/GB2564299A/en,
GB-2562621-A,System and method for controlling asset-related actions via a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Allen Gavin",23/02/2016,14/02/2017,21/11/2018,,https://patents.google.com/patent/GB2562621A/en,
GB-2571367-A,Tokenisation method and system for implementing exchanges on a blockchain ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",23/02/2016,14/02/2017,28/08/2019,,https://patents.google.com/patent/GB2571367A/en,
GB-2561726-A,Method and system for efficient transfer of cryptocurrency associated with a payroll on a blockchain that leads to an automated payroll method and system ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,16/02/2017,24/10/2018,,https://patents.google.com/patent/GB2561726A/en,
GB-2561469-A,Methods and systems for the efficient transfer of entities on a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,16/02/2017,17/10/2018,,https://patents.google.com/patent/GB2561469A/en,
GB-2557577-A,Methods and apparatus for recording a change of authorisation state of one or more authorisation agents ,Cygnetise Ltd,"Pomfret Stephen, Blake Shaun",21/10/2016,21/10/2016,27/06/2018,,https://patents.google.com/patent/GB2557577A/en,
GB-2571801-A,Consolidated blockchain-based data transfer control method and system ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,21/02/2017,11/09/2019,,https://patents.google.com/patent/GB2571801A/en,
GB-2573750-A,System for controlling energy supply and processing energy transactions ,Centrica Plc,"Landry Tsafack Chetsa Ghislain, A U D P Wijesundera Adhikari, Sumar Zahir-Abbas",09/05/2018,09/05/2018,20/11/2019,,https://patents.google.com/patent/GB2573750A/en,
GB-2564787-A,Systems and methods for providing block chain-based multifactor personal identity verification ,Black Gold Coin Inc,Andrade Marcus,28/03/2016,29/03/2016,23/01/2019,,https://patents.google.com/patent/GB2564787A/en,
GB-2579764-A,Systems and methods for providing block chain-based multifactor personal identity verification ,Black Gold Coin Inc,Andrade Marcus,28/03/2016,29/03/2016,08/07/2020,,https://patents.google.com/patent/GB2579764A/en,
GB-2567960-A,Systems and methods for providing block chain-based multifactor personal identity verification ,Black Gold Coin Inc,Andrade Marcus,28/03/2016,29/03/2016,01/05/2019,,https://patents.google.com/patent/GB2567960A/en,
GB-2584981-A,Systems and methods for providing block chain-based multifactor personal identity verification ,Black Gold Coin Inc,Andrade Marcus,28/03/2016,29/03/2016,30/12/2020,,https://patents.google.com/patent/GB2584981A/en,
GB-2583984-A,Systems and methods for providing block chain-based multifactor personal identity vertification ,Black Gold Coin Inc,Andrade Marcus,28/03/2016,29/03/2016,18/11/2020,,https://patents.google.com/patent/GB2583984A/en,
GB-2564923-A,Managing digital assets stored as components and packaged files ,Adobe Systems Inc,"J Switzer Stanley, Horns Roey, I Goldman Oliver, R Wixson Julian, Vitrano Michael",22/06/2017,19/04/2018,30/01/2019,,https://patents.google.com/patent/GB2564923A/en,
GB-2540977-A,Expendable access control ,British Telecomm,"Daniel Joshua, Ducatel Gery, Dimitrakos Theo",31/07/2015,31/07/2015,08/02/2017,,https://patents.google.com/patent/GB2540977A/en,
GB-2571481-A,Managing a demand on an electrical grid using a publicly distributed transactions ledger ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, Gerard Mchale Brian, John J O'brien V, L Cantrell Robert, Jurich Joseph Jr",14/12/2016,13/12/2017,28/08/2019,,https://patents.google.com/patent/GB2571481A/en,
GB-2592785-A,Traceable anonymous electronic voting method employing blockchain ,Univ Jinan,"Lai Junzuo, Li Peng, Wang Chuansheng, Zhou Dehua, Sun Meng",21/12/2018,26/03/2019,08/09/2021,,https://patents.google.com/patent/GB2592785A/en,
GB-2562365-A,Providing out-of-band verification for blockchain transactions ,Ibm,"Mcdermott Brigid, Chaitanya Ratakonda Krishna, Gopinath Ramesh, Koved Lawrence",17/04/2017,15/03/2018,14/11/2018,,https://patents.google.com/patent/GB2562365A/en,
GB-2559908-A,A method and system for verifying ownership of a digital asset using a distributed hash table and a peer-to-peer distributed ledger ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",13/05/2016,12/05/2017,22/08/2018,,https://patents.google.com/patent/GB2559908A/en,
GB-2561466-A,Methods and systems for efficient transfer of entities on a peer-to-peer distributed ledger using the blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,16/02/2017,17/10/2018,,https://patents.google.com/patent/GB2561466A/en,
GB-2561729-A,Secure multiparty loss resistant storage and transfer of cryptographic keys for blockchain based systems in conjunction with a wallet management system ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,14/02/2017,24/10/2018,,https://patents.google.com/patent/GB2561729A/en,
GB-2561727-A,Blockchain-based exchange with tokenisation ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,14/02/2017,24/10/2018,,https://patents.google.com/patent/GB2561727A/en,
GB-2561465-A,A method and system for securing computer software using a distributed hash table and a blockchain ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",23/02/2016,14/02/2017,17/10/2018,,https://patents.google.com/patent/GB2561465A/en,
GB-2565411-A,Improved hardware security module management ,British Telecomm,Daniel Joshua,12/06/2017,08/06/2018,13/02/2019,,https://patents.google.com/patent/GB2565411A/en,
GB-2540976-A,Access control ,British Telecomm,"Ducatel Gery, Dimitrakos Theo, Daniel Joshua",31/07/2015,31/07/2015,08/02/2017,,https://patents.google.com/patent/GB2540976A/en,
GB-2579502-A,Blockchain authentication via hard/soft token verification ,Ibm,"Angel Bathen Luis, Madl Gobor, Routray Ramani",26/07/2017,24/07/2018,24/06/2020,,https://patents.google.com/patent/GB2579502A/en,
GB-2586734-A,Real estate marketplace method and system ,Nobul Corp,"McGee Regan, Freethy Robbie, Ramesh Rahul, Sellink Alex",16/04/2018,16/04/2019,03/03/2021,,https://patents.google.com/patent/GB2586734A/en,
GB-2575207-A,Blockchain ledgers of material spectral signatures for supply chain integrity management ,Ibm,"Kudva Prabhakar, Ann Neumayer Deborah, Fuller Nicholas",23/03/2017,22/03/2018,01/01/2020,,https://patents.google.com/patent/GB2575207A/en,
GB-2558485-A,A method and system for verifying integrity of a digital asset using a distributed hash table and a peer-to-peer distributed ledger ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",13/05/2016,12/05/2017,11/07/2018,,https://patents.google.com/patent/GB2558485A/en,
GB-2564208-A,A method and system for verifying ownership of a digital asset using a distributed hash table and a peer-to-peer distributed ledger ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",13/05/2016,12/05/2017,09/01/2019,,https://patents.google.com/patent/GB2564208A/en,
GB-2561728-A,Determining a common secret for the secure exchange of information and hierarchical deterministic cryptographic keys ,Nchain Holdings Ltd,"Steven Wright Craig, Savanah Stephane",23/02/2016,16/02/2017,24/10/2018,,https://patents.google.com/patent/GB2561728A/en,
GB-2558484-A,A method and system for the secure transfer of entities on a blockchain ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",23/02/2016,16/02/2017,11/07/2018,,https://patents.google.com/patent/GB2558484A/en,
GB-2573828-A,Method for intelligently selecting accounting node of blockchain ,Beijing Easy Ai Tech Co Ltd,"Duan Kai, Chen Jianwu",14/05/2018,20/06/2018,20/11/2019,,https://patents.google.com/patent/GB2573828A/en,
GB-2581083-A,Optimization of high volume transaction performance on a blockchain ,Ibm,"Guar Nitin, Christidis Konstantinos, Wang Yun",17/11/2017,10/10/2018,05/08/2020,,https://patents.google.com/patent/GB2581083A/en,
GB-2572627-A,Hybrid blockchain transaction system ,Electroneum Ltd,Ells Richard,05/04/2018,05/04/2018,09/10/2019,,https://patents.google.com/patent/GB2572627A/en,
GB-2602766-A,Wind-powered computing buoy ,Lone Gull Holdings Ltd,"Lee Moffat Brian, Alexander Sheldon-Coulson Garth",27/01/2018,25/01/2019,13/07/2022,,https://patents.google.com/patent/GB2602766A/en,
GB-2583993-A,"Immutable ledger with efficient and secure data destruction, system and method ",Luther Systems Ltd,"Matsuo Bryan, Wood Samuel, Kakavand Hossein",19/11/2018,19/11/2019,18/11/2020,,https://patents.google.com/patent/GB2583993A/en,
GB-2572088-A,Controlling access to a locked space using cryptographic keys stored on a blockchain ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, John J O'brien V, L Cantrell Robert, Gerard Mchale Brian, Jurich Joseph Jr",14/12/2016,13/12/2017,18/09/2019,,https://patents.google.com/patent/GB2572088A/en,
GB-2572088-A8,Controlling access to a locked space using cryptographic keys stored on a blockchain ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, John J O'brien V, L Cantrell Robert, Gerard Mchale Brian, Jurich Joseph Jr",14/12/2016,13/12/2017,09/10/2019,,https://patents.google.com/patent/GB2572088A8/en,
GB-2573666-A,Verifying authenticity of computer readable information using the blockchain ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, Gerard Mchale Brian, John J O'brien V, L Cantrell Robert, Jurich Joseph Jr",23/12/2016,13/12/2017,13/11/2019,,https://patents.google.com/patent/GB2573666A/en,
GB-2571869-A,Obtaining a medical record stored on a blockchain from a wearable device ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, L Cantrell Robert, John J O'brien V, Gerard Mchale Brian, Jurich Joesph Jr",14/12/2016,13/12/2017,11/09/2019,,https://patents.google.com/patent/GB2571869A/en,
GB-2571869-A8,Obtaining a medical record stored on a blockchain from a wearable device ,Walmart Apollo Llc,"R High Donald, Walter Wilkinson Bruce, D Mattingly Todd, L Cantrell Robert, John J O'brien V, Gerard Mchale Brian, Jurich Joesph Jr",14/12/2016,13/12/2017,25/09/2019,,https://patents.google.com/patent/GB2571869A8/en,
GB-2564519-A,Computer-implemented methods and systems for validating tokens for blockchain-based cryptocurrencies ,Nchain Holdings Ltd,"Savanah Stephane, Steven Wright Craig",11/04/2016,10/04/2017,16/01/2019,,https://patents.google.com/patent/GB2564519A/en,
GB-2607730-A,"A method, device and mobile terminal of digital asset transaction ",Xu Wei,Xu Wei,20/09/2016,06/11/2017,14/12/2022,,https://patents.google.com/patent/GB2607730A/en,
GB-2558688-A,Event attestation for an electronic device ,Trustonic Ltd,"Hayton Richard, Loreskar Chris, Kenneth Felton Donald",10/01/2017,20/06/2017,18/07/2018,,https://patents.google.com/patent/GB2558688A/en,
GB-2547712-A,Method and apparatus for generating time series data sets for predictive analysis ,Fujitsu Ltd,"Townsend Joseph, Mendes Rodrigues Eduarda",29/02/2016,29/02/2016,30/08/2017,,https://patents.google.com/patent/GB2547712A/en,
GB-2612700-A,Multiple transfers of blockchain-based tokens ,Vivid Seats Llc,M Wagner Jonathan,12/10/2021,03/10/2022,10/05/2023,,https://patents.google.com/patent/GB2612700A/en,
GB-2551246-A,Smartphone fraud-proof authorization and authentication for secure interactions ,Avaya Inc,"Chavez David, Philonenko Laurent",06/04/2016,06/04/2017,13/12/2017,,https://patents.google.com/patent/GB2551246A/en,
GB-2603834-A,Blockchain based service reservation and delegation ,Ibm,"Jiang Li, Ni Zhang Li, Rui Zhao Wen, Bo Jiang Jing, Zhao Yu, Luo Lan, long chen Li",17/11/2020,03/11/2021,17/08/2022,,https://patents.google.com/patent/GB2603834A/en,
GB-2540975-A,Mitigating blockchain attack ,British Telecomm,"Daniel Joshua, Ducatel Gery, Dimitrakos Theo",31/07/2015,31/07/2015,08/02/2017,,https://patents.google.com/patent/GB2540975A/en,
GB-2559640-A,A system and method for evaluating the feasibility of introducing a new node in a blockchain infrastructure ,Zensar Tech Limited,"Chandra Soni Ramesh, Gupta Sandeep, Hastak Mohan",27/01/2017,15/09/2017,15/08/2018,,https://patents.google.com/patent/GB2559640A/en,
GB-2570301-A,Interaction between blockchains ,Setl Development Ltd,Pennington Nicholas,17/01/2018,17/01/2018,24/07/2019,,https://patents.google.com/patent/GB2570301A/en,
GB-2577751-A,A consensus method and framework for a blockchain system ,Dragon Infosec Ltd,Matthew Dennis Richard,05/10/2018,05/10/2018,08/04/2020,,https://patents.google.com/patent/GB2577751A/en,
GB-2583243-A,Blockchain validation system ,Paypal Inc,Anthony Nuzzi Frank,14/12/2017,13/12/2018,21/10/2020,,https://patents.google.com/patent/GB2583243A/en,
GB-2562054-A,Automotive electronic blockchain information system - AEBIS ,Bitbond Ltd,Cabrera Fernandez Florencio,02/05/2017,02/05/2017,07/11/2018,,https://patents.google.com/patent/GB2562054A/en,
GB-2604523-A,Electronic trading and settlement system for blockchain-integrated cryptographic difficulty-based financial instruments ,Eris Digital Holdings Llc,"Trudeau Matthew, Mcglawn Joseph, Chippas Thomas",09/12/2019,09/12/2020,07/09/2022,,https://patents.google.com/patent/GB2604523A/en,
GB-2580914-A,Vehicles and transportation systems employing blockchain-based monitoring ,Utterberry Ltd,Bevan Heba,29/01/2019,29/01/2019,05/08/2020,,https://patents.google.com/patent/GB2580914A/en,
GB-2597409-A,Distributed ledger management system for interest bearing digitized fiat currencies ,Eris Digital Holdings Llc,"Trudeau Matthew, Acuna-Rohter Tony, Nikolich Anita, Brady Benedict, Mcglawn Joseph",30/05/2019,01/06/2020,26/01/2022,,https://patents.google.com/patent/GB2597409A/en,
GB-2597592-A,Computer-implemented control system and method ,Elas Holdings PTY LTD,Lee Brendan,10/06/2020,08/06/2021,02/02/2022,,https://patents.google.com/patent/GB2597592A/en,
GB-2600543-A,Compliance mechanisms in blockchain networks ,Ibm,"Novotny Petr, Irazabal Jeronimo, Gaur Nitin, B Ponceleon Dulce",27/09/2020,16/09/2021,04/05/2022,,https://patents.google.com/patent/GB2600543A/en,
GB-2582078-A,System and method for composite-key based blockchain device control ,Nagarajaswamy Ramesh Belavadi,Nagarajaswamy Ramesh Belavadi,23/03/2018,01/03/2019,09/09/2020,,https://patents.google.com/patent/GB2582078A/en,
GB-2578168-A,Computer-implemented method and system for digital signing of transactions ,Star Hat Solutions Ltd,"Dylan Ward Christopher, Gueorguiev Asenov Roumen, James Elkins Michael",19/10/2018,19/10/2018,22/04/2020,,https://patents.google.com/patent/GB2578168A/en,
GB-2603309-A,Transfering tokens between blockchain networks ,Ibm,"Kleniewski Robert, Marzantowicz Karolina, Godowski Piotr",31/07/2019,24/07/2020,03/08/2022,,https://patents.google.com/patent/GB2603309A/en,
GB-2607780-A,Index structure for blockchain ledger ,Ibm,"Ah Yoon Woong, Casella Alex, Ishiguro Bonnie, Zhang Jingzhan",23/01/2020,12/01/2021,14/12/2022,,https://patents.google.com/patent/GB2607780A/en,
GB-2559165-A,Blockchain zero checksum trading system ,Cabrera Fernandez Florencio,Cabrera Fernandez Florencio,29/01/2017,29/01/2017,01/08/2018,,https://patents.google.com/patent/GB2559165A/en,
GB-2610534-A,Cross-network identity provisioning ,Ibm,"Novotny Petr, Olson Timothy, Ramakrishna Venkatraman, Gaur Nitin",13/05/2020,10/05/2021,08/03/2023,,https://patents.google.com/patent/GB2610534A/en,
GB-2592626-A,Method of generating a public key ,Nchain Holdings Ltd,"Steven Wright Craig, Vaughan Owen, Pettit Michaella",04/03/2020,04/03/2020,08/09/2021,,https://patents.google.com/patent/GB2592626A/en,
GB-2592831-A,Asset processing method and system for converting an asset as a digital asset ,Jiangsu Aowei Holdings Co Ltd,Bai Jie,21/09/2020,16/06/2021,08/09/2021,,https://patents.google.com/patent/GB2592831A/en,
GB-2610107-A,Faster view change for blockchain ,Ibm,"Manevich Yacov, Barger Artem, Meir Hagar, Tock Yoav",17/04/2020,13/04/2021,22/02/2023,,https://patents.google.com/patent/GB2610107A/en,
GB-2601049-A,Blockchain implemented data migration audit trail ,Kyndryl Inc,"Saurabh Kumar, Sundaramurthy Gururajan, Gooly Susheel",08/10/2020,24/09/2021,18/05/2022,,https://patents.google.com/patent/GB2601049A/en,
GB-2606111-A,Partially-ordered blockchain ,Ibm,"Narayanam Krishnasuri, Kumar Ken, Pankaj Satyanarayan Dayama, Kaul Akshar",23/12/2019,15/12/2020,26/10/2022,,https://patents.google.com/patent/GB2606111A/en,
GB-2585816-A,Proof-of-work for blockchain applications ,Univ York,"Luliana Teodor Roxana, Damian Ashton Peter, Fayyaz Shahandashti Siamak, Bancroft Ian",12/12/2018,12/12/2018,27/01/2021,,https://patents.google.com/patent/GB2585816A/en,
GB-2576375-A,Transaction system and method of operation thereof ,Uvue Ltd,"William Simpson Toby, R?nnow Troels, Ward Jonathan",17/08/2018,17/08/2018,19/02/2020,,https://patents.google.com/patent/GB2576375A/en,
GB-2604556-A,"Blockchain implemented data hiding solutions for improvements in secure communication, storage and transmission of data ",Jaj Tech Pte Ltd,"Louis Fauvel Alexander, Merdegia Ramos Remie",18/12/2019,18/12/2020,07/09/2022,,https://patents.google.com/patent/GB2604556A/en,
GB-2549085-A,Blockchain state reliability determination ,British Telecomm,"Daniel Joshua, Ducatel Gery, Zoualfaghari Mohammad",30/03/2016,30/03/2016,11/10/2017,,https://patents.google.com/patent/GB2549085A/en,
GB-2606077-A,Random node selection for permissioned blockchain ,Ibm,"Manevich Yacov, Barger Artem, Meir Hagar",04/11/2019,22/10/2020,26/10/2022,,https://patents.google.com/patent/GB2606077A/en,
GB-2594396-A,Cryptocurrency based malware and ransomware detection systems and methods ,Ciphertrace Inc,"Jevans David, Cilibrasi Rudi",20/11/2018,18/11/2019,27/10/2021,,https://patents.google.com/patent/GB2594396A/en,
GB-2593647-A,Blockchain transaction analysis and anti-money laundering compliance systems and methods ,"Ciphertrace Inc, Jevans David","Jevans David, Cilibrasi Rudi",20/11/2018,18/11/2019,29/09/2021,,https://patents.google.com/patent/GB2593647A/en,
GB-2588659-A,Communication protocol using blockchain transactions ,Nchain Holdings Ltd,"Mackay Alexander, Tartan Chloe, Wahab Jad, Serguieva Antoaneta, Steven Wright Craig",31/10/2019,31/10/2019,05/05/2021,,https://patents.google.com/patent/GB2588659A/en,
GB-2548802-A,Methods for creating and verifying an electronic user identity ,Bitcred Ltd,Chu Hector,22/03/2016,22/03/2016,04/10/2017,,https://patents.google.com/patent/GB2548802A/en,
GB-2614841-A,Consensus service for blockchain networks ,Ibm,"Manevich Yacov, Karl Yellick Jason",29/09/2020,15/07/2021,19/07/2023,,https://patents.google.com/patent/GB2614841A/en,
GB-2566741-A,Integrity of data records ,Phm Associates Ltd,Hookham-Miller Peter,26/09/2017,26/09/2017,27/03/2019,,https://patents.google.com/patent/GB2566741A/en,
GB-2587773-A,Streaming portions of data over a side channel ,Nchain Holdings Ltd,"Zhang Wei, Davies Jack, Steven Wright Craig",24/05/2019,24/05/2019,14/04/2021,,https://patents.google.com/patent/GB2587773A/en,
GB-2583767-A,Methods and devices for public key management using a blockchain ,Nchain Holdings Ltd,"Steven Wright Craig, Zhang Wei",10/05/2019,10/05/2019,11/11/2020,,https://patents.google.com/patent/GB2583767A/en,
GB-2574828-A,Leader selection for permissioned blockchain ,Setl Ltd,Pennington Nicholas,19/06/2018,19/06/2018,25/12/2019,,https://patents.google.com/patent/GB2574828A/en,
GB-2597181-A,Systems and methods for tokenized control of smart contracts ,Akiva Capital Holdings Inc,Dubrofsky Akiva,10/04/2019,30/03/2020,19/01/2022,,https://patents.google.com/patent/GB2597181A/en,
GB-2571015-A,Random number generation ,Quanta Tech Limited,"Quan Ho, Zanjani Adam",05/12/2016,05/12/2017,14/08/2019,,https://patents.google.com/patent/GB2571015A/en,
GB-2488906-A,Intelligent delivery and acquistion of digital assets ,Apple Inc,"Christopher Chang, Sean Kelly, Olagappan Manickam, Thomas Alsina, Payam Mirrashidi, Michael Kuohao Chu, Kevin Lafferty",09/03/2011,08/03/2012,12/09/2012,,https://patents.google.com/patent/GB2488906A/en,
GB-201204135-D0,Intelligent delivery and acquisition of digital assets ,Apple Inc,,09/03/2011,08/03/2012,25/04/2012,,https://patents.google.com/patent/GB201204135D0/en,
GB-2594658-A,Leveraging blockchain technology for auditing cloud service for data protection compliance ,Emc Ip Holding Co Llc,"Zlotnick David, Natanzon Assaf",16/01/2019,30/09/2019,03/11/2021,,https://patents.google.com/patent/GB2594658A/en,
GB-2579934-A,Deferred update of database hashcode in blockchain ,Ibm,"Horii Hiroshi, Kawahara Ryo",11/08/2017,18/12/2017,08/07/2020,,https://patents.google.com/patent/GB2579934A/en,
GB-2594646-A8,Blockchain technology for regulatory compliance of data management systems ,Emc Ip Holding Co Llc,"Zlotnick David, Gaash Natali, Wexler Roi, Yisrael Gispan Aviad, Helbitz Inbar",16/01/2019,03/10/2019,17/11/2021,,https://patents.google.com/patent/GB2594646A8/en,
GB-2594646-A,Blockchain technology for regulatory compliance of data management systems ,Emc Ip Holding Co Llc,"Lotnick David, Gaash Natali, Wexler Roi, Yisrael Gispan Aviad, Helbitz Inbar",16/01/2019,03/10/2019,03/11/2021,,https://patents.google.com/patent/GB2594646A/en,
GB-2592338-A,Digital contracts using blockchain transactions ,Nchain Holdings Ltd,"Mackay Alexander, Steven Wright Craig",25/07/2019,25/07/2019,01/09/2021,,https://patents.google.com/patent/GB2592338A/en,
GB-2573187-A,Methods and devices for detecting denial of service attacks in secure interactions ,Avaya Inc,Grebovich Dragan,22/01/2018,17/01/2019,30/10/2019,,https://patents.google.com/patent/GB2573187A/en,
GB-2594417-A,Blockchain technology for data integrity regulation and proof of existence in data protection systems ,Emc Ip Holding Co Llc,"Natanzon Assaf, Zlotnick David",16/01/2019,30/09/2019,27/10/2021,,https://patents.google.com/patent/GB2594417A/en,
GB-2594018-A,"Method, system, and computer readable medium for transferring cryptographic tokens ",Perk Hero Software Inc,"Edward Griffin Desmond, Maria Griffin Angela",19/12/2018,06/06/2019,13/10/2021,,https://patents.google.com/patent/GB2594018A/en,
GB-2588072-A,Malleability of transactions for inclusion in a blockchain ,Nchain Holdings Ltd,"Zhang Wei, Davies Jack, Steven Wright Craig",24/05/2019,24/05/2019,21/04/2021,,https://patents.google.com/patent/GB2588072A/en,
GB-2570786-A,Distributed ledger for retailing and issuing public transport tickets ,Norton Linus,Norton Linus,14/12/2017,14/12/2018,07/08/2019,,https://patents.google.com/patent/GB2570786A/en,
GB-2613724-A,Blockchain management of provisioning failures ,Ibm,"Jiang Jingbo, Zhang Lini, Chen Lilong, Zhao Yu, Zhao Wenrui, Luo Lan, Jiang Li",03/08/2020,25/06/2021,14/06/2023,,https://patents.google.com/patent/GB2613724A/en,
GB-2603068-A8,A blockchain based hybrid system and method thereof for construction document management ,Build It Ltd,Keung Ng Chun,25/10/2019,21/10/2020,28/09/2022,,https://patents.google.com/patent/GB2603068A8/en,
